# ###################################################################
#      2d Ising Model with Metropolis algorithm on square lattice    
# Run on NOTSET ( NOTSET ) by Karnavr on Thu Mar  3 17:31:05 2022
# L       = 10 (Lattice linear dimension, N=L*L)           
# seed    = 5342 (random number gener. seed)                 
# nsweeps = 10000 (No. of sweeps)                             
# beta    = 0.44                                             
# start   = 1 (0 cold, 1 hot, 2 old config)
-92 -30
-108 -46
-124 -60
-140 -74
-124 -74
-152 -80
-120 -68
-112 -66
-124 -72
-128 -74
-132 -72
-132 -74
-144 -68
-148 -78
-132 -70
-128 -74
-128 -76
-96 -64
-160 -84
-168 -88
-164 -90
-152 -86
-140 -78
-152 -80
-148 -80
-124 -72
-128 -76
-148 -84
-164 -88
-144 -78
-136 -78
-148 -80
-152 -86
-168 -92
-176 -94
-172 -92
-168 -92
-156 -86
-172 -92
-152 -88
-168 -92
-184 -96
-168 -92
-128 -66
-136 -68
-132 -74
-160 -88
-184 -96
-160 -90
-144 -84
-164 -84
-160 -84
-152 -80
-148 -76
-140 -74
-156 -88
-116 -68
-132 -68
-168 -84
-168 -90
-176 -94
-184 -96
-176 -94
-188 -96
-192 -98
-188 -96
-200 -100
-184 -96
-172 -92
-180 -94
-176 -94
-180 -94
-176 -92
-192 -98
-168 -90
-180 -94
-176 -94
-176 -94
-168 -90
-168 -90
-164 -88
-168 -88
-148 -84
-120 -72
-120 -62
-132 -60
-136 -72
-128 -72
-108 -66
-128 -78
-152 -84
-176 -94
-140 -82
-136 -76
-108 -52
-128 -66
-128 -58
-128 -60
-128 -68
-108 -60
-120 -52
-112 -46
-120 -48
-136 -66
-144 -68
-140 -68
-108 -52
-84 -56
-80 -54
-100 -54
-108 -42
-108 -28
-124 -32
-120 -40
-140 -56
-136 -62
-144 -58
-120 -66
-128 -72
-120 -68
-156 -84
-152 -84
-160 -86
-164 -88
-172 -92
-164 -88
-176 -94
-176 -92
-184 -96
-168 -92
-184 -96
-176 -94
-192 -98
-180 -94
-148 -82
-152 -84
-160 -90
-168 -92
-160 -88
-176 -94
-144 -82
-140 -76
-144 -80
-128 -78
-132 -72
-144 -80
-128 -76
-116 -70
-104 -56
-108 -62
-132 -70
-148 -68
-136 -74
-148 -76
-136 -58
-124 -52
-96 -56
-116 -60
-112 -68
-104 -42
-108 -50
-112 -54
-124 -52
-144 -56
-132 -50
-132 -64
-140 -74
-124 -72
-120 -70
-152 -84
-160 -88
-184 -96
-184 -94
-192 -98
-176 -94
-168 -92
-176 -94
-152 -86
-156 -86
-176 -92
-160 -86
-184 -96
-184 -96
-176 -94
-156 -86
-136 -80
-156 -84
-160 -88
-176 -94
-176 -92
-164 -88
-152 -86
-152 -86
-168 -92
-156 -86
-136 -76
-132 -70
-116 -62
-120 -68
-140 -78
-160 -86
-144 -78
-128 -68
-160 -88
-176 -94
-192 -98
-164 -88
-144 -84
-168 -90
-176 -94
-184 -96
-136 -74
-112 -66
-112 -50
-104 -48
-120 -52
-104 -24
-100 -26
-124 -36
-128 -46
-144 -50
-128 -50
-132 -60
-144 -66
-112 -54
-92 -50
-116 -48
-144 -74
-128 -64
-120 -58
-96 -52
-120 -54
-116 -62
-132 -72
-152 -76
-156 -76
-156 -88
-148 -84
-164 -90
-164 -90
-156 -84
-180 -94
-168 -92
-160 -88
-136 -82
-152 -84
-160 -86
-156 -86
-172 -90
-164 -88
-144 -74
-136 -76
-128 -78
-116 -68
-120 -66
-136 -78
-128 -76
-112 -62
-116 -58
-120 -60
-148 -76
-132 -72
-108 -62
-112 -44
-120 -42
-96 -26
-116 -14
-120 -12
-92 -16
-96 -10
-76 -8
-96 10
-104 10
-96 22
-92 30
-100 12
-100 10
-108 -2
-112 -4
-124 4
-108 12
-124 12
-108 -2
-116 24
-104 34
-100 24
-120 36
-132 36
-132 30
-108 26
-108 26
-124 52
-104 44
-92 40
-108 48
-124 60
-116 50
-108 56
-120 56
-128 74
-140 80
-148 76
-120 60
-120 60
-156 82
-124 64
-120 52
-104 54
-112 52
-132 68
-128 62
-128 68
-140 78
-152 84
-124 72
-140 72
-128 74
-148 84
-152 80
-172 92
-168 90
-132 80
-148 80
-140 80
-144 74
-116 70
-144 84
-148 82
-124 70
-144 74
-164 86
-192 98
-192 98
-168 92
-160 88
-152 82
-156 84
-160 90
-152 86
-132 78
-136 76
-152 84
-160 90
-152 84
-140 78
-140 76
-152 80
-124 74
-156 86
-156 84
-144 78
-148 84
-168 88
-172 92
-160 88
-132 74
-156 80
-168 86
-132 72
-132 70
-124 62
-120 42
-96 42
-108 52
-116 60
-120 64
-128 76
-120 74
-120 68
-140 78
-144 82
-120 72
-124 76
-112 72
-144 86
-152 86
-144 84
-160 88
-164 88
-172 92
-160 90
-164 90
-172 92
-172 90
-164 86
-156 82
-144 68
-120 64
-116 60
-116 62
-120 70
-128 62
-92 58
-108 70
-144 82
-148 80
-152 84
-164 84
-132 74
-128 62
-140 64
-128 70
-132 72
-144 76
-156 86
-128 76
-152 84
-148 84
-148 84
-136 78
-152 84
-152 80
-144 82
-172 92
-124 72
-140 82
-140 80
-160 82
-172 90
-160 82
-140 80
-164 88
-176 92
-176 94
-176 92
-184 94
-168 88
-136 72
-152 70
-132 62
-136 62
-116 60
-116 50
-124 66
-144 78
-144 78
-156 84
-148 84
-164 88
-144 84
-176 94
-160 88
-184 94
-144 80
-124 70
-136 76
-156 82
-164 86
-152 82
-184 96
-184 94
-164 90
-168 92
-172 90
-136 78
-168 92
-168 88
-156 82
-160 86
-160 90
-132 78
-156 86
-164 88
-164 88
-164 90
-148 86
-164 90
-176 94
-120 76
-156 84
-132 72
-128 72
-132 80
-148 84
-156 86
-148 84
-148 82
-140 80
-144 82
-156 82
-152 82
-160 86
-152 86
-144 80
-156 80
-160 82
-152 80
-136 80
-140 76
-144 74
-108 62
-80 38
-100 44
-96 48
-92 36
-96 38
-116 40
-92 38
-124 56
-144 60
-132 50
-132 44
-148 64
-140 78
-124 68
-128 66
-120 64
-124 70
-124 68
-124 62
-136 72
-156 78
-132 68
-140 82
-124 74
-124 74
-144 80
-140 80
-152 78
-132 76
-100 64
-92 56
-112 60
-80 50
-128 78
-156 84
-164 88
-192 98
-160 90
-164 88
-164 82
-160 84
-164 90
-180 94
-148 80
-160 86
-168 90
-164 90
-164 88
-140 82
-104 60
-120 70
-124 64
-136 72
-104 66
-140 70
-128 66
-132 76
-144 84
-176 94
-176 94
-156 88
-160 88
-148 86
-172 88
-180 90
-176 90
-168 86
-164 86
-144 78
-160 86
-152 78
-132 68
-140 72
-152 82
-156 86
-140 78
-176 92
-168 90
-172 92
-160 88
-144 78
-104 54
-112 62
-112 60
-128 74
-120 76
-124 76
-148 84
-136 78
-160 86
-172 90
-192 98
-164 86
-156 82
-160 86
-164 90
-164 88
-184 96
-184 96
-160 88
-176 94
-176 92
-176 92
-168 88
-176 94
-168 92
-168 92
-160 82
-164 84
-180 88
-160 84
-172 88
-164 90
-132 80
-160 80
-132 74
-144 78
-124 74
-116 70
-96 40
-112 50
-128 60
-140 68
-128 74
-168 86
-136 74
-140 68
-148 72
-96 54
-92 46
-124 74
-136 80
-160 88
-180 94
-180 94
-176 92
-176 94
-168 90
-184 96
-168 90
-168 90
-164 88
-200 100
-164 90
-164 88
-156 88
-180 94
-164 90
-180 94
-184 96
-160 90
-136 82
-148 86
-148 82
-172 88
-176 92
-160 86
-168 90
-140 80
-164 88
-136 82
-144 84
-120 66
-152 86
-120 64
-120 58
-124 70
-144 72
-136 66
-140 76
-140 82
-152 84
-164 88
-160 88
-152 82
-176 92
-172 92
-192 98
-180 94
-184 96
-184 96
-164 90
-176 94
-172 92
-176 92
-168 92
-192 98
-180 94
-168 92
-160 88
-164 90
-152 82
-164 90
-172 90
-200 100
-192 98
-200 100
-172 92
-184 96
-176 90
-180 94
-168 90
-176 94
-188 96
-184 94
-180 92
-164 86
-176 94
-164 90
-180 94
-176 94
-176 94
-152 86
-200 100
-184 96
-172 92
-180 94
-176 94
-176 94
-176 94
-176 94
-184 96
-152 88
-176 94
-168 92
-184 96
-176 94
-160 88
-160 90
-156 88
-148 86
-168 90
-160 90
-152 86
-168 90
-156 88
-176 94
-184 96
-152 86
-156 84
-136 78
-156 80
-152 78
-152 80
-136 72
-152 86
-152 84
-148 86
-140 82
-144 78
-152 86
-164 88
-144 84
-136 80
-164 90
-172 92
-184 96
-168 90
-156 86
-144 80
-148 76
-160 80
-160 84
-140 80
-140 80
-136 78
-160 86
-152 84
-172 92
-144 84
-140 76
-156 86
-156 84
-156 86
-184 96
-176 92
-192 98
-184 94
-160 90
-168 90
-160 88
-164 90
-184 96
-172 92
-156 86
-176 94
-172 92
-180 94
-168 90
-176 94
-200 100
-192 98
-200 100
-192 98
-156 86
-140 84
-168 92
-152 84
-172 88
-180 94
-168 90
-156 80
-140 66
-148 72
-144 76
-128 68
-164 88
-164 90
-156 88
-140 78
-136 80
-160 88
-140 82
-140 76
-152 78
-128 64
-104 44
-84 20
-100 30
-108 26
-104 30
-116 28
-116 32
-112 28
-116 30
-88 14
-88 4
-104 -4
-104 -12
-112 0
-100 -8
-108 -16
-76 0
-92 14
-108 12
-108 28
-124 40
-116 38
-112 40
-104 38
-96 12
-96 6
-92 6
-96 8
-112 18
-124 -4
-108 -4
-92 -2
-96 2
-104 22
-104 12
-96 -20
-108 -24
-84 -10
-92 -6
-112 -18
-124 -24
-116 -18
-80 -6
-112 -20
-92 8
-116 30
-132 20
-132 34
-108 58
-120 72
-148 82
-112 62
-108 54
-96 42
-96 48
-112 54
-116 48
-112 56
-136 74
-140 76
-132 70
-120 66
-132 70
-132 72
-140 80
-144 78
-152 76
-140 80
-156 86
-164 90
-148 86
-152 84
-160 86
-128 74
-152 82
-176 94
-168 90
-168 90
-172 92
-176 94
-152 82
-136 72
-136 76
-136 76
-164 84
-152 84
-132 78
-168 92
-148 80
-144 82
-176 94
-172 92
-132 80
-152 82
-156 84
-184 96
-192 98
-184 96
-176 94
-172 92
-184 96
-176 92
-180 90
-176 90
-180 94
-160 88
-176 94
-192 98
-192 98
-168 90
-184 96
-180 94
-152 82
-180 94
-164 90
-184 96
-180 94
-168 92
-172 92
-176 92
-160 86
-140 76
-160 84
-164 86
-132 76
-156 82
-144 72
-148 84
-160 86
-140 82
-160 82
-148 72
-120 36
-96 12
-104 28
-112 38
-92 44
-80 14
-100 24
-112 36
-120 36
-112 50
-120 74
-144 78
-148 84
-168 90
-168 92
-168 90
-168 92
-160 90
-164 88
-176 92
-172 92
-192 98
-172 92
-200 100
-176 92
-184 96
-200 100
-200 100
-192 98
-180 94
-180 94
-152 84
-140 82
-152 84
-172 92
-144 78
-128 74
-156 82
-156 86
-152 80
-172 88
-152 80
-148 84
-128 72
-120 62
-112 62
-124 68
-140 80
-156 82
-160 84
-168 88
-132 76
-128 68
-96 58
-88 58
-120 70
-152 86
-164 82
-160 78
-164 78
-156 80
-156 86
-164 86
-164 84
-164 88
-168 92
-160 84
-144 78
-172 92
-188 96
-132 78
-152 82
-140 78
-124 64
-148 80
-124 70
-156 86
-164 90
-184 96
-156 88
-156 86
-160 88
-176 92
-160 90
-156 82
-176 86
-180 94
-140 82
-160 86
-156 84
-156 84
-132 82
-144 80
-164 88
-176 92
-168 90
-140 78
-164 88
-152 86
-136 76
-132 78
-144 82
-180 94
-180 94
-188 96
-200 100
-200 100
-172 92
-184 96
-168 90
-152 86
-152 82
-172 90
-168 86
-164 86
-152 82
-184 96
-184 96
-184 96
-164 88
-140 82
-136 70
-132 68
-132 66
-80 54
-100 58
-136 72
-124 66
-152 76
-140 70
-152 84
-140 66
-148 68
-152 70
-136 74
-140 78
-156 82
-140 74
-148 70
-136 70
-156 80
-152 68
-144 72
-140 74
-124 54
-120 52
-108 52
-108 58
-124 72
-136 80
-108 54
-144 44
-132 48
-120 46
-136 54
-108 44
-120 48
-60 28
-68 10
-76 6
-84 4
-76 -10
-104 -32
-84 -32
-92 -40
-128 -44
-120 -54
-124 -60
-96 -52
-132 -64
-100 -48
-144 -56
-148 -68
-144 -64
-124 -72
-132 -74
-144 -76
-144 -74
-144 -70
-152 -80
-176 -92
-160 -86
-152 -84
-132 -72
-156 -80
-148 -80
-152 -84
-148 -80
-136 -74
-132 -76
-152 -80
-144 -86
-156 -86
-156 -82
-164 -86
-172 -88
-140 -70
-152 -76
-148 -72
-160 -80
-140 -72
-132 -70
-132 -64
-124 -56
-120 -42
-140 -60
-140 -60
-136 -72
-112 -64
-120 -44
-88 -18
-76 -6
-56 -14
-80 -22
-80 -10
-80 -6
-68 -18
-80 -30
-88 -38
-124 -58
-116 -58
-116 -64
-128 -58
-128 -72
-160 -84
-140 -70
-128 -68
-152 -86
-168 -90
-188 -96
-184 -96
-164 -90
-164 -88
-188 -96
-184 -96
-188 -96
-160 -90
-184 -96
-184 -96
-188 -96
-172 -90
-160 -90
-168 -90
-184 -96
-192 -98
-192 -98
-176 -94
-164 -90
-148 -82
-168 -90
-152 -78
-168 -90
-160 -86
-164 -90
-168 -90
-176 -92
-172 -92
-176 -92
-180 -94
-172 -92
-176 -92
-176 -92
-176 -94
-184 -96
-172 -92
-176 -94
-132 -80
-144 -82
-140 -84
-168 -90
-176 -92
-180 -94
-168 -90
-168 -88
-136 -76
-128 -72
-124 -66
-112 -52
-100 -48
-108 -52
-92 -46
-104 -50
-132 -62
-108 -56
-104 -56
-140 -68
-120 -68
-124 -66
-124 -58
-120 -62
-120 -64
-160 -82
-172 -92
-172 -90
-160 -88
-156 -86
-160 -86
-152 -78
-148 -84
-164 -88
-156 -84
-172 -92
-152 -86
-160 -90
-148 -82
-156 -86
-160 -86
-168 -92
-144 -82
-144 -78
-144 -76
-144 -80
-164 -88
-172 -92
-160 -86
-188 -96
-184 -96
-136 -72
-132 -68
-132 -74
-136 -74
-152 -72
-152 -74
-164 -86
-176 -88
-156 -82
-164 -88
-164 -84
-160 -88
-164 -90
-152 -82
-180 -94
-160 -90
-148 -84
-172 -92
-152 -84
-172 -92
-180 -94
-180 -94
-148 -84
-140 -84
-128 -76
-144 -80
-148 -84
-172 -92
-192 -98
-156 -88
-144 -76
-136 -72
-132 -74
-128 -68
-124 -62
-120 -60
-124 -72
-140 -80
-144 -82
-156 -82
-156 -84
-144 -76
-176 -90
-200 -100
-184 -94
-184 -94
-172 -90
-184 -96
-176 -94
-156 -88
-160 -82
-172 -90
-164 -90
-168 -90
-176 -94
-136 -76
-144 -84
-128 -70
-120 -70
-108 -66
-116 -62
-120 -50
-116 -50
-100 -48
-120 -66
-140 -80
-148 -80
-160 -90
-160 -88
-160 -88
-168 -88
-148 -84
-148 -84
-128 -64
-124 -64
-132 -70
-136 -74
-140 -74
-144 -84
-120 -62
-132 -54
-128 -52
-120 -50
-116 -30
-140 -32
-128 -30
-104 -18
-124 -20
-124 -42
-96 -32
-84 -42
-72 -52
-112 -54
-72 -42
-68 6
-128 6
-120 22
-112 12
-96 -4
-112 6
-116 24
-100 26
-112 -4
-112 -12
-104 -12
-120 -14
-128 -18
-96 -2
-100 4
-112 4
-116 2
-112 -10
-100 -18
-100 -36
-120 -44
-120 -34
-116 -14
-84 -14
-104 -18
-76 -22
-88 -28
-104 -28
-108 -28
-108 -36
-108 -48
-112 -54
-132 -66
-132 -72
-164 -88
-180 -94
-168 -90
-152 -84
-152 -84
-164 -86
-160 -86
-156 -80
-144 -80
-148 -86
-144 -80
-156 -86
-148 -82
-160 -84
-128 -76
-112 -62
-132 -74
-164 -86
-160 -86
-168 -92
-164 -90
-176 -94
-164 -90
-168 -92
-168 -92
-184 -96
-176 -94
-176 -94
-192 -98
-176 -94
-176 -94
-184 -96
-176 -92
-172 -92
-156 -84
-184 -94
-172 -90
-184 -96
-164 -90
-156 -88
-112 -72
-108 -52
-108 -38
-108 -20
-76 -6
-84 -2
-100 -18
-100 -28
-108 -36
-112 -36
-104 -46
-80 -38
-76 -34
-112 -56
-100 -62
-120 -60
-128 -68
-148 -78
-164 -88
-152 -84
-144 -80
-176 -86
-164 -84
-140 -72
-104 -58
-88 -58
-100 -56
-92 -48
-108 -66
-100 -62
-128 -66
-120 -74
-140 -76
-148 -78
-148 -80
-160 -86
-136 -76
-128 -76
-108 -60
-108 -54
-104 -42
-92 -44
-92 -34
-108 -38
-104 -34
-104 -44
-88 -26
-96 -22
-112 -10
-92 4
-76 10
-100 4
-108 6
-76 -2
-88 -18
-108 -30
-100 -44
-112 -50
-112 -46
-104 -46
-104 -52
-104 -52
-104 -64
-108 -68
-120 -72
-160 -88
-152 -84
-172 -88
-160 -88
-116 -74
-140 -72
-152 -84
-144 -82
-176 -92
-188 -96
-164 -86
-156 -80
-128 -68
-160 -82
-144 -80
-128 -76
-148 -78
-148 -82
-156 -86
-164 -90
-156 -84
-136 -82
-132 -78
-112 -64
-116 -68
-120 -74
-156 -82
-160 -82
-176 -88
-164 -88
-156 -82
-152 -86
-144 -80
-152 -80
-160 -88
-148 -82
-144 -84
-164 -90
-184 -96
-172 -92
-172 -90
-172 -92
-156 -88
-180 -94
-192 -98
-184 -96
-200 -100
-188 -96
-156 -86
-176 -92
-176 -94
-184 -96
-192 -98
-160 -86
-180 -94
-172 -90
-180 -92
-184 -94
-168 -86
-148 -82
-132 -66
-144 -68
-152 -80
-164 -84
-164 -82
-168 -84
-152 -84
-140 -82
-184 -96
-172 -92
-176 -94
-192 -98
-192 -98
-184 -96
-168 -90
-160 -90
-176 -94
-192 -98
-184 -96
-192 -98
-184 -96
-192 -98
-188 -96
-192 -98
-200 -100
-176 -94
-168 -92
-176 -92
-168 -90
-156 -86
-132 -76
-136 -74
-108 -70
-128 -74
-88 -42
-92 -58
-124 -68
-116 -66
-112 -52
-108 -62
-136 -80
-116 -62
-124 -72
-136 -72
-140 -80
-132 -74
-152 -86
-172 -92
-164 -90
-152 -86
-176 -94
-200 -100
-200 -100
-168 -90
-164 -88
-156 -84
-132 -76
-136 -80
-168 -90
-184 -94
-176 -94
-172 -90
-164 -90
-144 -80
-160 -88
-172 -90
-176 -92
-160 -90
-172 -92
-156 -86
-148 -82
-160 -86
-152 -82
-124 -70
-148 -72
-136 -72
-96 -52
-132 -80
-136 -80
-144 -82
-148 -84
-144 -80
-120 -72
-108 -70
-136 -80
-136 -78
-144 -84
-164 -90
-152 -84
-164 -86
-152 -80
-152 -84
-172 -92
-156 -88
-176 -94
-184 -96
-164 -88
-152 -84
-124 -74
-124 -74
-140 -82
-144 -78
-136 -70
-144 -68
-132 -72
-132 -72
-148 -62
-136 -70
-152 -80
-140 -74
-132 -72
-128 -70
-120 -62
-120 -58
-128 -48
-112 -62
-104 -56
-112 -62
-132 -66
-136 -72
-156 -80
-144 -80
-168 -88
-168 -86
-168 -84
-156 -86
-180 -94
-168 -90
-176 -94
-156 -88
-152 -84
-148 -84
-156 -86
-148 -80
-160 -86
-140 -74
-156 -84
-180 -94
-164 -90
-144 -80
-168 -90
-172 -86
-164 -84
-144 -76
-148 -80
-132 -78
-144 -84
-148 -82
-156 -86
-176 -94
-180 -94
-176 -94
-176 -92
-172 -88
-180 -94
-128 -76
-160 -84
-144 -82
-144 -78
-136 -78
-124 -64
-136 -66
-124 -64
-140 -76
-128 -70
-156 -86
-128 -78
-156 -88
-172 -92
-164 -90
-164 -88
-168 -90
-168 -90
-192 -98
-184 -96
-160 -86
-152 -82
-128 -78
-128 -72
-124 -74
-168 -90
-172 -90
-176 -92
-180 -94
-164 -90
-184 -94
-188 -96
-168 -92
-172 -92
-180 -94
-188 -96
-188 -96
-184 -96
-180 -94
-192 -98
-192 -98
-172 -90
-184 -96
-180 -94
-172 -90
-156 -84
-172 -92
-180 -94
-184 -96
-172 -92
-160 -88
-136 -76
-180 -92
-176 -94
-168 -92
-172 -92
-160 -88
-144 -84
-172 -90
-176 -94
-148 -86
-140 -80
-168 -90
-176 -94
-184 -96
-192 -98
-192 -98
-184 -96
-176 -94
-172 -92
-148 -82
-140 -78
-124 -76
-132 -68
-152 -76
-132 -76
-112 -66
-124 -76
-100 -52
-88 -60
-128 -76
-140 -78
-160 -88
-192 -98
-180 -94
-172 -88
-124 -78
-164 -90
-164 -90
-140 -76
-160 -84
-172 -90
-168 -90
-164 -86
-188 -96
-184 -96
-192 -98
-184 -96
-192 -98
-188 -96
-188 -96
-192 -98
-176 -88
-160 -80
-172 -84
-164 -86
-156 -80
-144 -76
-156 -82
-160 -86
-140 -80
-128 -72
-112 -74
-136 -76
-144 -74
-132 -68
-116 -62
-132 -70
-132 -66
-160 -88
-172 -92
-168 -90
-160 -88
-156 -88
-140 -82
-128 -74
-148 -78
-160 -88
-152 -86
-136 -80
-148 -82
-156 -82
-152 -82
-160 -88
-176 -92
-164 -90
-172 -92
-176 -94
-200 -100
-192 -98
-168 -90
-156 -86
-116 -68
-100 -50
-140 -76
-148 -80
-152 -84
-148 -82
-156 -84
-144 -74
-164 -86
-172 -90
-168 -88
-104 -62
-124 -74
-124 -68
-152 -82
-176 -94
-172 -92
-184 -96
-144 -84
-164 -90
-176 -92
-148 -82
-164 -90
-160 -88
-180 -94
-172 -92
-160 -90
-164 -86
-160 -84
-164 -82
-156 -86
-168 -92
-164 -90
-172 -92
-168 -92
-184 -96
-156 -88
-148 -84
-148 -86
-168 -88
-160 -86
-180 -94
-180 -94
-164 -90
-168 -90
-168 -90
-164 -86
-148 -82
-168 -90
-128 -78
-108 -66
-148 -80
-160 -86
-156 -86
-152 -88
-128 -78
-144 -78
-148 -72
-144 -68
-132 -60
-100 -36
-112 -40
-112 -48
-108 -34
-92 -40
-108 -48
-88 -38
-100 -14
-120 2
-116 6
-124 -8
-128 -20
-116 -18
-116 -12
-88 6
-92 8
-120 10
-112 -2
-120 20
-132 10
-132 -2
-128 8
-120 6
-120 8
-128 -4
-116 12
-112 10
-128 26
-140 30
-112 16
-124 20
-96 0
-116 -4
-124 -8
-116 0
-124 -22
-124 -16
-104 -22
-100 -4
-120 8
-100 10
-104 12
-100 16
-96 0
-100 8
-108 0
-84 -8
-88 -10
-108 8
-112 20
-96 20
-76 4
-80 20
-96 10
-76 28
-120 38
-100 26
-112 40
-104 42
-112 42
-108 50
-112 56
-116 50
-128 48
-132 58
-132 52
-104 40
-100 28
-100 28
-104 46
-68 32
-56 22
-116 52
-116 54
-120 48
-136 56
-124 60
-128 58
-92 38
-80 24
-104 20
-92 -2
-116 -2
-104 2
-120 -2
-120 -10
-104 -24
-104 -20
-104 -22
-76 -8
-104 -14
-84 0
-108 -4
-136 -8
-112 2
-104 8
-104 -32
-80 -32
-104 -8
-104 14
-112 12
-108 22
-124 28
-136 32
-132 24
-108 20
-104 16
-108 16
-124 34
-92 26
-124 46
-128 52
-116 48
-96 28
-96 24
-116 2
-100 12
-108 12
-92 8
-92 2
-120 20
-120 16
-124 20
-112 12
-104 12
-116 0
-108 6
-128 -14
-108 -20
-96 -28
-112 -52
-92 -50
-120 -60
-144 -66
-152 -70
-156 -80
-164 -90
-160 -86
-168 -88
-136 -78
-152 -84
-148 -80
-172 -92
-180 -94
-164 -90
-152 -84
-144 -74
-132 -76
-124 -74
-160 -90
-172 -92
-160 -88
-144 -84
-148 -86
-168 -92
-184 -94
-188 -96
-188 -96
-180 -94
-160 -84
-168 -92
-172 -92
-160 -88
-168 -90
-164 -90
-140 -78
-116 -68
-144 -82
-160 -88
-148 -80
-140 -78
-156 -88
-200 -100
-200 -100
-176 -94
-184 -96
-164 -86
-140 -74
-116 -66
-108 -50
-104 -44
-112 -42
-72 -22
-100 -30
-88 -28
-108 -40
-104 -46
-136 -58
-116 -44
-128 -54
-116 -48
-132 -52
-100 -48
-140 -76
-124 -62
-120 -70
-144 -80
-152 -86
-152 -84
-176 -92
-168 -90
-172 -92
-180 -94
-180 -94
-192 -98
-188 -96
-184 -96
-152 -82
-164 -90
-136 -80
-152 -84
-168 -90
-156 -88
-176 -94
-160 -88
-160 -84
-148 -76
-148 -84
-152 -86
-164 -90
-180 -94
-172 -92
-184 -96
-168 -92
-156 -88
-132 -76
-112 -58
-100 -44
-84 -34
-108 -42
-128 -42
-116 -28
-120 -36
-112 -34
-108 -14
-104 -8
-104 6
-104 -12
-116 -4
-108 -2
-120 4
-120 20
-116 10
-120 12
-128 8
-104 12
